ID,Date,Attend,Transportation Expense,Distance to Work,Age,Body Mass Index,Education,Children,Pets,work_position
1,2015-08-26,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-08-27,0,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-08-28,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-08-29,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-08-30,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-08-31,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-01,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-02,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-03,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-04,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-05,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-06,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-07,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-08,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-09,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-10,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-11,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-12,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-13,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-14,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-15,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-16,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-17,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-18,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-19,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-20,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-21,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-22,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-23,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-24,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-25,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-26,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-27,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-28,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-29,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-09-30,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-01,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-02,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-03,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-04,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-05,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-06,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-07,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-08,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-09,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-10,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-11,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-12,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-13,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-14,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-15,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-16,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-17,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-18,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-19,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-20,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-21,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-22,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-23,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-24,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-25,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-26,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-27,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-28,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-29,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-30,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-10-31,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-01,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-02,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-03,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-04,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-05,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-06,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-07,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-08,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-09,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-10,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-11,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-12,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-13,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-14,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-15,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-16,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-17,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-18,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-19,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-20,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-21,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-22,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-23,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-24,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-25,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-26,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-27,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-28,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-29,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-11-30,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-01,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-02,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-03,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-04,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-05,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-06,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-07,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-08,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-09,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-10,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-11,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-12,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-13,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-14,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-15,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-16,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-17,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-18,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-19,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-20,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-21,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-22,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-23,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-24,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-25,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-26,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-27,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-28,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-29,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-30,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2015-12-31,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-01,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-02,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-03,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-04,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-05,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-06,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-07,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-08,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-09,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-10,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-11,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-12,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-13,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-14,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-15,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-16,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-17,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-18,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-19,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-20,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-21,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-22,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-23,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-24,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-25,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-26,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-27,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-28,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-29,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-30,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-01-31,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-01,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-02,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-03,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-04,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-05,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-06,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-07,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-08,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-09,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-10,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-11,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-12,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-13,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-14,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-15,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-16,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-17,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-18,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-19,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-20,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-21,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-22,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-23,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-24,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-25,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-26,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-27,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-28,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-02-29,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-01,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-02,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-03,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-04,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-05,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-06,0,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-07,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-08,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-09,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-10,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-11,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-12,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-13,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-14,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-15,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-16,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-17,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-18,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-19,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-20,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-21,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-22,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-23,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-24,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-25,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-26,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-27,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-28,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-29,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-30,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-03-31,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-01,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-02,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-03,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-04,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-05,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-06,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-07,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-08,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-09,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-10,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-11,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-12,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-13,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-14,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-15,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-16,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-17,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-18,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
1,2016-04-19,1,235.0,11.0,37.0,29.0,3.0,1.0,1.0,Warehouse Associate
